Thời gian tạo đơn,Mã đơn hàng,Mã khách hàng,Tên khách hàng,Mã PKKH,Mô tả Phân Khúc Khách hàng,Mã nhóm hàng,Tên nhóm hàng,Mã mặt hàng,Tên mặt hàng,SL,Đơn giá,Thành tiền
2/12/2022 21:05,ORD0002837,CUZ01366,Tăng Hoàng Phong,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
2/12/2022 21:15,ORD0002838,CUZ00911,Trần Văn Duy,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/12/2022 21:15,ORD0002838,CUZ00911,Trần Văn Duy,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
2/12/2022 21:15,ORD0002838,CUZ00911,Trần Văn Duy,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/12/2022 21:22,ORD0002839,CUZ01407,Lê Thị ái Hằng,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,2,40000,80000
2/12/2022 21:22,ORD0002839,CUZ01407,Lê Thị ái Hằng,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
2/12/2022 21:23,ORD0002840,CUZ01949,Phạm Nữ Kiều Duyên,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/12/2022 21:23,ORD0002840,CUZ01949,Phạm Nữ Kiều Duyên,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
2/12/2022 21:23,ORD0002840,CUZ01949,Phạm Nữ Kiều Duyên,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/12/2022 21:26,ORD0002841,CUZ01222,Trần Hoàng Sơn,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
2/12/2022 21:26,ORD0002841,CUZ01222,Trần Hoàng Sơn,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/12/2022 21:43,ORD0002842,CUZ00898,Phạm Văn Sĩ,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
2/12/2022 21:43,ORD0002842,CUZ00898,Phạm Văn Sĩ,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/12/2022 21:50,ORD0002843,CUZ01174,Nguyễn Thanh Tùng,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/12/2022 21:50,ORD0002843,CUZ01174,Nguyễn Thanh Tùng,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
2/12/2022 21:50,ORD0002843,CUZ01174,Nguyễn Thanh Tùng,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
2/12/2022 22:08,ORD0002844,CUZ00986,Nguyễn Bảo Ngọc,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET02,Set 10 gói trà hoa đậu biếc,1,136000,136000
2/12/2022 22:08,ORD0002844,CUZ00986,Nguyễn Bảo Ngọc,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
2/12/2022 22:08,ORD0002844,CUZ00986,Nguyễn Bảo Ngọc,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/12/2022 22:16,ORD0002845,CUZ01699,Phan Văn Hòa,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
2/12/2022 22:16,ORD0002845,CUZ01699,Phan Văn Hòa,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/12/2022 22:39,ORD0002846,CUZ01109,Châu Ngọc Hoàng Tâm,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/12/2022 22:39,ORD0002846,CUZ01109,Châu Ngọc Hoàng Tâm,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/12/2022 22:39,ORD0002846,CUZ01109,Châu Ngọc Hoàng Tâm,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/12/2022 22:43,ORD0002847,CUZ00357,Thái Văn Khoa,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/12/2022 23:25,ORD0002848,CUZ01950,Trần Đình Đoàn,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
2/12/2022 23:25,ORD0002848,CUZ01950,Trần Đình Đoàn,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/12/2022 23:29,ORD0002849,CUZ00215,Nguyễn Thị Kim Ngân,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/12/2022 23:29,ORD0002849,CUZ00215,Nguyễn Thị Kim Ngân,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/12/2022 23:37,ORD0002850,CUZ01951,Hồ Ngọc Sơn,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/12/2022 23:49,ORD0002851,CUZ01584,Trần Quốc Dũng,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/12/2022 23:56,ORD0002852,CUZ01952,Trần Võ Tân Nguyên,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/12/2022 23:56,ORD0002852,CUZ01952,Trần Võ Tân Nguyên,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/13/2022 8:05,ORD0002853,CUZ00761,Phan Văn Thặng,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 8:05,ORD0002853,CUZ00761,Phan Văn Thặng,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/13/2022 8:05,ORD0002853,CUZ00761,Phan Văn Thặng,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/13/2022 8:12,ORD0002854,CUZ01852,Phan Thanh Phong,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 8:12,ORD0002854,CUZ01852,Phan Thanh Phong,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/13/2022 8:29,ORD0002855,CUZ00234,Võ Văn Đức,C3,Người mua để uống không có mục đích cụ thể (45+),BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 8:29,ORD0002855,CUZ00234,Võ Văn Đức,C3,Người mua để uống không có mục đích cụ thể (45+),THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
2/13/2022 8:29,ORD0002855,CUZ00234,Võ Văn Đức,C3,Người mua để uống không có mục đích cụ thể (45+),TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/13/2022 9:21,ORD0002856,CUZ00305,Phan Đình Linh,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET01,Set 10 gói trà nụ hoa nhài trắng,1,120000,120000
2/13/2022 9:21,ORD0002856,CUZ00305,Phan Đình Linh,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET06,Set 10 gói trà gạo lứt 8 vị,1,35000,35000
2/13/2022 9:21,ORD0002856,CUZ00305,Phan Đình Linh,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/13/2022 9:43,ORD0002857,CUZ00679,Sử Phi Định,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/13/2022 10:07,ORD0002858,CUZ00878,Trịnh Thanh Trung,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/13/2022 10:07,ORD0002858,CUZ00878,Trịnh Thanh Trung,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/13/2022 10:07,ORD0002858,CUZ00878,Trịnh Thanh Trung,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
2/13/2022 10:22,ORD0002859,CUZ00403,Trần Công Danh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
2/13/2022 10:22,ORD0002859,CUZ00403,Trần Công Danh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/13/2022 10:33,ORD0002860,CUZ01953,Nguyễn Tấn Phương,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 10:33,ORD0002860,CUZ01953,Nguyễn Tấn Phương,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/13/2022 10:33,ORD0002860,CUZ01953,Nguyễn Tấn Phương,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
2/13/2022 10:36,ORD0002861,CUZ01002,Nguyễn Văn Mạnh,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 10:36,ORD0002861,CUZ01002,Nguyễn Văn Mạnh,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
2/13/2022 10:51,ORD0002862,CUZ00353,Võ Thị Ngọc Hoà,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 10:51,ORD0002862,CUZ00353,Võ Thị Ngọc Hoà,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/13/2022 10:51,ORD0002862,CUZ00353,Võ Thị Ngọc Hoà,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/13/2022 11:02,ORD0002863,CUZ01954,Nguyễn Ngọc Tú,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 11:02,ORD0002863,CUZ01954,Nguyễn Ngọc Tú,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/13/2022 11:03,ORD0002864,CUZ01955,Phạm Thị Yến,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/13/2022 11:03,ORD0002864,CUZ01955,Phạm Thị Yến,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/13/2022 11:03,ORD0002864,CUZ01955,Phạm Thị Yến,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/13/2022 11:32,ORD0002865,CUZ00785,Hồ Quang Cảnh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 11:32,ORD0002865,CUZ00785,Hồ Quang Cảnh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/13/2022 11:32,ORD0002865,CUZ00785,Hồ Quang Cảnh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/13/2022 11:32,ORD0002865,CUZ00785,Hồ Quang Cảnh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/13/2022 11:56,ORD0002866,CUZ00735,Trần Hữu Đức,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
2/13/2022 11:56,ORD0002866,CUZ00735,Trần Hữu Đức,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/13/2022 11:56,ORD0002866,CUZ00735,Trần Hữu Đức,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC02,Cam lát,2,45000,90000
2/13/2022 12:02,ORD0002867,CUZ00818,Trần Hoài Thanh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
2/13/2022 12:02,ORD0002867,CUZ00818,Trần Hoài Thanh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/13/2022 12:19,ORD0002868,CUZ00320,Võ Việt Tú,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 12:19,ORD0002868,CUZ00320,Võ Việt Tú,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO03,Trà hoa cúc trắng,2,80000,160000
2/13/2022 12:21,ORD0002869,CUZ01844,Lý Hoàng Trung,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 12:21,ORD0002869,CUZ01844,Lý Hoàng Trung,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/13/2022 12:33,ORD0002870,CUZ01956,Nguyễn Hồng Danh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,2,18000,36000
2/13/2022 12:33,ORD0002870,CUZ01956,Nguyễn Hồng Danh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/13/2022 12:35,ORD0002871,CUZ01957,La Quốc Thanh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 12:35,ORD0002871,CUZ01957,La Quốc Thanh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
2/13/2022 12:35,ORD0002871,CUZ01957,La Quốc Thanh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/13/2022 12:35,ORD0002872,CUZ01958,Đặng Huy Chương,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/13/2022 12:35,ORD0002872,CUZ01958,Đặng Huy Chương,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
2/13/2022 12:35,ORD0002872,CUZ01958,Đặng Huy Chương,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/13/2022 12:35,ORD0002872,CUZ01958,Đặng Huy Chương,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/13/2022 12:43,ORD0002873,CUZ00880,Trần Ngọc Khoa Thiên,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 12:43,ORD0002873,CUZ00880,Trần Ngọc Khoa Thiên,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC02,Cam lát,2,45000,90000
2/13/2022 12:53,ORD0002874,CUZ01959,PháşĄm Quáťc Táťnh,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/13/2022 12:53,ORD0002874,CUZ01959,PháşĄm Quáťc Táťnh,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
2/13/2022 12:53,ORD0002874,CUZ01959,PháşĄm Quáťc Táťnh,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/13/2022 12:53,ORD0002874,CUZ01959,PháşĄm Quáťc Táťnh,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/13/2022 13:04,ORD0002875,CUZ00375,Lương Anh Tuấn,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
2/13/2022 13:04,ORD0002875,CUZ00375,Lương Anh Tuấn,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/13/2022 13:13,ORD0002876,CUZ00865,Nguyễn Thị Trang,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
2/13/2022 13:19,ORD0002877,CUZ01960,Vũ Hữu Trường,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
2/13/2022 13:19,ORD0002877,CUZ01960,Vũ Hữu Trường,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
2/13/2022 13:19,ORD0002877,CUZ01960,Vũ Hữu Trường,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
